Index,File,Points,Lambda_Min,Lambda_Max,Integral,Peak_Value,Peak_Lambda,Mean_Value
421,500_425_QEPB04081__421__15-55-18-672.txt,1044,220.843,1015.12,1214800.22474,33986.12,505.707,1505.71195402299
422,500_425_QEPB04081__422__15-55-19-663.txt,1044,220.843,1015.12,1216355.0195,34005,506.48,1507.64942528736
423,500_425_QEPB04081__423__15-55-20-664.txt,1044,220.843,1015.12,1216340.41126,34022.38,506.48,1507.62329501916
424,500_425_QEPB04081__424__15-55-21-667.txt,1044,220.843,1015.12,1217123.09925,34007.75,506.48,1508.59961685824
425,500_425_QEPB04081__425__15-55-22-670.txt,1044,220.843,1015.12,1216941.01826,33987.38,506.48,1508.37042145594
426,500_425_QEPB04081__426__15-55-23-673.txt,1044,220.843,1015.12,1217020.774,34018,505.707,1508.47509578544
427,500_425_QEPB04081__427__15-55-24-663.txt,1044,220.843,1015.12,1217407.44826,34021.88,505.707,1508.94417624521
428,500_425_QEPB04081__428__15-55-25-654.txt,1044,220.843,1015.12,1216234.41176,33968.38,506.48,1507.49877394636
429,500_425_QEPB04081__429__15-55-26-647.txt,1044,220.843,1015.12,1216909.65974,33982.62,505.707,1508.34126436781
430,500_425_QEPB04081__430__15-55-27-639.txt,1044,220.843,1015.12,1216801.97675,34039.75,505.707,1508.20977011494
431,500_425_QEPB04081__431__15-55-28-631.txt,1044,220.843,1015.12,1216943.6985,34010,506.48,1508.37356321839
432,500_425_QEPB04081__432__15-55-29-622.txt,1044,220.843,1015.12,1217108.1035,33950,506.48,1508.59291187739
433,500_425_QEPB04081__433__15-55-30-625.txt,1044,220.843,1015.12,1215777.55474,33905.12,506.48,1506.93513409961
434,500_425_QEPB04081__434__15-55-31-623.txt,1044,220.843,1015.12,1215211.169,33881,506.48,1506.22892720307
435,500_425_QEPB04081__435__15-55-32-617.txt,1044,220.843,1015.12,1215688.95025,33913.25,505.707,1506.82471264368
436,500_425_QEPB04081__436__15-55-33-619.txt,1044,220.843,1015.12,1215681.8915,33932.5,505.707,1506.82375478927
437,500_425_QEPB04081__437__15-55-34-615.txt,1044,220.843,1015.12,1214898.027,33837,506.48,1505.84578544061
438,500_425_QEPB04081__438__15-55-35-617.txt,1044,220.843,1015.12,1214235.217,33837.5,506.48,1505.03256704981
439,500_425_QEPB04081__439__15-55-36-612.txt,1044,220.843,1015.12,1214196.67376,33855.38,505.707,1504.98440613027
440,500_425_QEPB04081__440__15-55-37-604.txt,1044,220.843,1015.12,1213026.77426,33826.88,506.48,1503.52942528736
441,500_425_QEPB04081__441__15-55-38-597.txt,1044,220.843,1015.12,1213475.41874,33796.62,506.48,1504.09509578544
442,500_425_QEPB04081__442__15-55-39-595.txt,1044,220.843,1015.12,1215557.51024,33840.62,506.48,1506.68896551724
443,500_425_QEPB04081__443__15-55-40-588.txt,1044,220.843,1015.12,1212685.98525,33766.25,506.48,1503.11206896552
444,500_425_QEPB04081__444__15-55-41-605.txt,1044,220.843,1015.12,1212462.24,33762.5,506.48,1502.83908045977
445,500_425_QEPB04081__445__15-55-42-615.txt,1044,220.843,1015.12,1212594.00826,33749.38,506.48,1503.0045210728
446,500_425_QEPB04081__446__15-55-43-609.txt,1044,220.843,1015.12,1212898.87875,33715.25,505.707,1503.39176245211
447,500_425_QEPB04081__447__15-55-44-604.txt,1044,220.843,1015.12,1212572.70776,33677.38,505.707,1502.9738697318
448,500_425_QEPB04081__448__15-55-45-611.txt,1044,220.843,1015.12,1212044.77074,33704.12,506.48,1502.33743295019
449,500_425_QEPB04081__449__15-55-46-604.txt,1044,220.843,1015.12,1211650.65926,33766.38,506.48,1501.83402298851
450,500_425_QEPB04081__450__15-55-47-617.txt,1044,220.843,1015.12,1211698.43775,33671.25,506.48,1501.89655172414
451,500_425_QEPB04081__451__15-55-48-612.txt,1044,220.843,1015.12,1210806.79924,33634.12,506.48,1500.78954022988
452,500_425_QEPB04081__452__15-55-49-611.txt,1044,220.843,1015.12,1210058.43126,33701.88,506.48,1499.85796934866
453,500_425_QEPB04081__453__15-55-50-614.txt,1044,220.843,1015.12,1211207.39076,33651.88,506.48,1501.28421455939
454,500_425_QEPB04081__454__15-55-51-604.txt,1044,220.843,1015.12,1211658.98124,33753.12,506.48,1501.84413793103
455,500_425_QEPB04081__455__15-55-52-610.txt,1044,220.843,1015.12,1209128.9355,33617.5,506.48,1498.71647509579
456,500_425_QEPB04081__456__15-55-53-603.txt,1044,220.843,1015.12,1210320.0515,33660.5,506.48,1500.18869731801
457,500_425_QEPB04081__457__15-55-54-596.txt,1044,220.843,1015.12,1209990.8075,33626,505.707,1499.7969348659
458,500_425_QEPB04081__458__15-55-55-593.txt,1044,220.843,1015.12,1210757.41426,33641.88,506.48,1500.72674329502
459,500_425_QEPB04081__459__15-55-56-592.txt,1044,220.843,1015.12,1209392.905,33583,507.253,1499.04022988506
460,500_425_QEPB04081__460__15-55-57-587.txt,1044,220.843,1015.12,1208302.4565,33561,506.48,1497.6877394636
461,500_425_QEPB04081__461__15-55-58-581.txt,1044,220.843,1015.12,1207814.7505,33531,505.707,1497.08141762452
462,500_425_QEPB04081__462__15-55-59-573.txt,1044,220.843,1015.12,1209507.34174,33584.62,506.48,1499.19088122605
463,500_425_QEPB04081__463__15-56-00-583.txt,1044,220.843,1015.12,1209795.39725,33571.25,506.48,1499.54406130268
464,500_425_QEPB04081__464__15-56-01-580.txt,1044,220.843,1015.12,1208885.58576,33621.88,506.48,1498.40969348659
465,500_425_QEPB04081__465__15-56-02-573.txt,1044,220.843,1015.12,1209057.59026,33507.88,506.48,1498.63766283525
466,500_425_QEPB04081__466__15-56-03-570.txt,1044,220.843,1015.12,1206378.5605,33481,506.48,1495.31992337165
467,500_425_QEPB04081__467__15-56-04-572.txt,1044,220.843,1015.12,1175511.9055,32658,506.48,1457.05938697318
468,500_425_QEPB04081__468__15-56-05-583.txt,1044,220.843,1015.12,1190924.73226,33010.38,506.48,1476.15586206897
469,500_425_QEPB04081__469__15-56-06-576.txt,1044,220.843,1015.12,1209100.42874,33570.62,506.48,1498.68896551724
470,500_425_QEPB04081__470__15-56-07-576.txt,1044,220.843,1015.12,1211933.70124,33693.12,506.48,1502.19662835249
471,500_425_QEPB04081__471__15-56-08-572.txt,1044,220.843,1015.12,1209778.6885,33643.5,506.48,1499.530651341
472,500_425_QEPB04081__472__15-56-09-568.txt,1044,220.843,1015.12,1209008.65374,33533.62,506.48,1498.56252873563
473,500_425_QEPB04081__473__15-56-10-582.txt,1044,220.843,1015.12,1210428.10725,33527.75,505.707,1500.34099616858
474,500_425_QEPB04081__474__15-56-11-575.txt,1044,220.843,1015.12,1209603.6505,33587,506.48,1499.30842911877
475,500_425_QEPB04081__475__15-56-12-574.txt,1044,220.843,1015.12,1208624.8905,33473.5,506.48,1498.10057471264
476,500_425_QEPB04081__476__15-56-13-573.txt,1044,220.843,1015.12,1208677.55025,33498.25,506.48,1498.16283524904
477,500_425_QEPB04081__477__15-56-14-574.txt,1044,220.843,1015.12,1210271.88475,33544.75,506.48,1500.15038314176
478,500_425_QEPB04081__478__15-56-15-574.txt,1044,220.843,1015.12,1211263.3965,33568.5,506.48,1501.37356321839
479,500_425_QEPB04081__479__15-56-16-570.txt,1044,220.843,1015.12,1209787.84126,33502.38,506.48,1499.56007662836
480,500_425_QEPB04081__480__15-56-17-568.txt,1044,220.843,1015.12,1208402.9735,33402.5,506.48,1497.83237547893
481,500_425_QEPB04081__481__15-56-18-565.txt,1044,220.843,1015.12,1208195.71976,33509.38,506.48,1497.57157088123
482,500_425_QEPB04081__482__15-56-19-566.txt,1044,220.843,1015.12,1207317.79324,33414.62,506.48,1496.47153256705
483,500_425_QEPB04081__483__15-56-20-568.txt,1044,220.843,1015.12,1208663.04825,33513.75,506.48,1498.14846743295
484,500_425_QEPB04081__484__15-56-21-565.txt,1044,220.843,1015.12,1206951.23275,33406.75,506.48,1496.01724137931
485,500_425_QEPB04081__485__15-56-22-562.txt,1044,220.843,1015.12,1207316.32274,33413.62,507.253,1496.47536398467
486,500_425_QEPB04081__486__15-56-23-575.txt,1044,220.843,1015.12,1207214.42625,33415.25,507.253,1496.34674329502
487,500_425_QEPB04081__487__15-56-24-575.txt,1044,220.843,1015.12,1208326.47875,33426.75,506.48,1497.74137931034
488,500_425_QEPB04081__488__15-56-25-566.txt,1044,220.843,1015.12,1207593.36776,33400.38,507.253,1496.82827586207
489,500_425_QEPB04081__489__15-56-26-565.txt,1044,220.843,1015.12,1208123.23675,33398.75,506.48,1497.49616858238
490,500_425_QEPB04081__490__15-56-27-577.txt,1044,220.843,1015.12,1208433.7585,33400.5,506.48,1497.87739463602
491,500_425_QEPB04081__491__15-56-28-576.txt,1044,220.843,1015.12,1207452.53176,33394.38,506.48,1496.65586206897
492,500_425_QEPB04081__492__15-56-29-576.txt,1044,220.843,1015.12,1207994.09474,33353.62,506.48,1497.33168582375
493,500_425_QEPB04081__493__15-56-30-584.txt,1044,220.843,1015.12,1206785.83775,33369.75,507.253,1495.82375478927
494,500_425_QEPB04081__494__15-56-31-581.txt,1044,220.843,1015.12,1206871.77974,33349.62,506.48,1495.94279693486
495,500_425_QEPB04081__495__15-56-32-595.txt,1044,220.843,1015.12,1207134.9745,33375,506.48,1496.2662835249
496,500_425_QEPB04081__496__15-56-33-588.txt,1044,220.843,1015.12,1125968.71174,31129.62,506.48,1395.67651340996
497,500_425_QEPB04081__497__15-56-34-581.txt,1044,220.843,1015.12,1133582.09126,31304.38,506.48,1405.0830651341
498,500_425_QEPB04081__498__15-56-35-583.txt,1044,220.843,1015.12,1200129.20376,33083.38,506.48,1487.58593869732
499,500_425_QEPB04081__499__15-56-36-585.txt,1044,220.843,1015.12,1200507.71924,33168.62,506.48,1488.04624521072
500,500_425_QEPB04081__500__15-56-37-587.txt,1044,220.843,1015.12,1203151.17775,33230.75,506.48,1491.32375478927
501,500_425_QEPB04081__501__15-56-38-575.txt,1044,220.843,1015.12,1202732.08674,33229.12,506.48,1490.80965517241
502,500_425_QEPB04081__502__15-56-39-567.txt,1044,220.843,1015.12,1202485.33224,33211.12,506.48,1490.50505747126
503,500_425_QEPB04081__503__15-56-40-581.txt,1044,220.843,1015.12,1202914.98974,33186.62,506.48,1491.04528735632
504,500_425_QEPB04081__504__15-56-41-578.txt,1044,220.843,1015.12,1201814.2805,33151,507.253,1489.6867816092
505,500_425_QEPB04081__505__15-56-42-581.txt,1044,220.843,1015.12,1203059.2715,33163,506.48,1491.22892720307
506,500_425_QEPB04081__506__15-56-43-579.txt,1044,220.843,1015.12,1201711.93274,33207.62,506.48,1489.55582375479
507,500_425_QEPB04081__507__15-56-44-582.txt,1044,220.843,1015.12,1201398.5685,33080,506.48,1489.17337164751
508,500_425_QEPB04081__508__15-56-45-580.txt,1044,220.843,1015.12,1204486.30324,33246.12,506.48,1492.98877394636
509,500_425_QEPB04081__509__15-56-46-586.txt,1044,220.843,1015.12,1200437.01175,33108.25,506.48,1487.97605363985
510,500_425_QEPB04081__510__15-56-47-583.txt,1044,220.843,1015.12,1200737.08675,33037.25,506.48,1488.34865900383
511,500_425_QEPB04081__511__15-56-48-575.txt,1044,220.843,1015.12,1198115.66774,32959.12,506.48,1485.11137931034
512,500_425_QEPB04081__512__15-56-49-593.txt,1044,220.843,1015.12,1199215.87426,33011.38,506.48,1486.46620689655
513,500_425_QEPB04081__513__15-56-50-589.txt,1044,220.843,1015.12,1200275.72224,33009.12,506.48,1487.7761302682
514,500_425_QEPB04081__514__15-56-51-584.txt,1044,220.843,1015.12,1198393.46275,32987.75,506.48,1485.44252873563
515,500_425_QEPB04081__515__15-56-52-580.txt,1044,220.843,1015.12,1198620.70775,32954.25,506.48,1485.72892720307
516,500_425_QEPB04081__516__15-56-53-574.txt,1044,220.843,1015.12,1198280.95375,32921.25,506.48,1485.31417624521
517,500_425_QEPB04081__517__15-56-54-573.txt,1044,220.843,1015.12,1197700.76475,32951.25,506.48,1484.59291187739
518,500_425_QEPB04081__518__15-56-55-562.txt,1044,220.843,1015.12,1196929.91124,32919.62,506.48,1483.64011494253
519,500_425_QEPB04081__519__15-56-56-566.txt,1044,220.843,1015.12,1198306.88376,32859.88,505.707,1485.35222222223
520,500_425_QEPB04081__520__15-56-57-578.txt,1044,220.843,1015.12,1195685.40324,32849.12,507.253,1482.09701149425
521,500_425_QEPB04081__521__15-56-58-568.txt,1044,220.843,1015.12,1196267.15325,32864.25,506.48,1482.81896551724
522,500_425_QEPB04081__522__15-56-59-563.txt,1044,220.843,1015.12,1195957.55874,32834.12,506.48,1482.43609195402
523,500_425_QEPB04081__523__15-57-00-571.txt,1044,220.843,1015.12,1196437.17724,32890.12,506.48,1483.03379310345
524,500_425_QEPB04081__524__15-57-01-563.txt,1044,220.843,1015.12,1195073.966,32853,506.48,1481.33908045977
525,500_425_QEPB04081__525__15-57-02-556.txt,1044,220.843,1015.12,1196365.73524,32843.62,506.48,1482.95333333333
526,500_425_QEPB04081__526__15-57-03-553.txt,1044,220.843,1015.12,1194912.164,32797,507.253,1481.13793103448
527,500_425_QEPB04081__527__15-57-04-560.txt,1044,220.843,1015.12,1195655.54175,32836.75,507.253,1482.0622605364
528,500_425_QEPB04081__528__15-57-05-558.txt,1044,220.843,1015.12,1195172.61174,32779.62,506.48,1481.47344827586
529,500_425_QEPB04081__529__15-57-06-552.txt,1044,220.843,1015.12,1194701.36126,32774.38,506.48,1480.88862068966
530,500_425_QEPB04081__530__15-57-07-548.txt,1044,220.843,1015.12,1195696.11275,32776.75,507.253,1482.12835249042
531,500_425_QEPB04081__531__15-57-08-540.txt,1044,220.843,1015.12,1194970.99274,32798.62,507.253,1481.22536398467
532,500_425_QEPB04081__532__15-57-09-538.txt,1044,220.843,1015.12,1194769.2785,32819,506.48,1480.96743295019
533,500_425_QEPB04081__533__15-57-10-535.txt,1044,220.843,1015.12,1193788.71925,32705.25,507.253,1479.75670498084
534,500_425_QEPB04081__534__15-57-11-543.txt,1044,220.843,1015.12,1193685.037,32716.5,506.48,1479.62164750958
535,500_425_QEPB04081__535__15-57-12-541.txt,1044,220.843,1015.12,1194983.553,32727,506.48,1481.25
536,500_425_QEPB04081__536__15-57-13-541.txt,1044,220.843,1015.12,1193511.40326,32724.88,507.253,1479.40681992337
537,500_425_QEPB04081__537__15-57-14-533.txt,1044,220.843,1015.12,1193315.925,32748,506.48,1479.17049808429
538,500_425_QEPB04081__538__15-57-15-524.txt,1044,220.843,1015.12,1194234.17175,32744.25,506.48,1480.30938697318
539,500_425_QEPB04081__539__15-57-16-541.txt,1044,220.843,1015.12,1194487.8465,32727.5,506.48,1480.63505747126
540,500_425_QEPB04081__540__15-57-17-538.txt,1044,220.843,1015.12,1193794.6215,32713.5,506.48,1479.77203065134
541,500_425_QEPB04081__541__15-57-18-529.txt,1044,220.843,1015.12,1194299.57275,32695.75,507.253,1480.40229885057
542,500_425_QEPB04081__542__15-57-19-522.txt,1044,220.843,1015.12,1192871.04724,32620.12,507.253,1478.62
543,500_425_QEPB04081__543__15-57-20-523.txt,1044,220.843,1015.12,1193537.90224,32648.62,506.48,1479.46099616858
544,500_425_QEPB04081__544__15-57-21-516.txt,1044,220.843,1015.12,1192507.62326,32626.88,507.253,1478.16927203065
545,500_425_QEPB04081__545__15-57-22-509.txt,1044,220.843,1015.12,1190357.29024,32538.12,507.253,1475.50888888889
546,500_425_QEPB04081__546__15-57-23-504.txt,1044,220.843,1015.12,1192970.23474,32663.12,506.48,1478.75026819923
547,500_425_QEPB04081__547__15-57-24-505.txt,1044,220.843,1015.12,1191909.80376,32629.88,506.48,1477.43172413793
548,500_425_QEPB04081__548__15-57-25-510.txt,1044,220.843,1015.12,1192173.35625,32573.25,507.253,1477.76819923372
549,500_425_QEPB04081__549__15-57-26-508.txt,1044,220.843,1015.12,1192924.99026,32605.38,508.027,1478.70183908046
550,500_425_QEPB04081__550__15-57-27-501.txt,1044,220.843,1015.12,1194700.7305,32661.5,506.48,1480.90325670498
551,500_425_QEPB04081__551__15-57-28-498.txt,1044,220.843,1015.12,1192252.076,32585.5,506.48,1477.86781609195
552,500_425_QEPB04081__552__15-57-29-510.txt,1044,220.843,1015.12,1192173.738,32610,506.48,1477.76436781609
553,500_425_QEPB04081__553__15-57-30-505.txt,1044,220.843,1015.12,1191027.05925,32619.75,507.253,1476.33524904215
554,500_425_QEPB04081__554__15-57-31-504.txt,1044,220.843,1015.12,1189589.69024,32500.12,506.48,1474.56444444444
555,500_425_QEPB04081__555__15-57-32-498.txt,1044,220.843,1015.12,1190444.76274,32515.12,506.48,1475.62383141762
556,500_425_QEPB04081__556__15-57-33-488.txt,1044,220.843,1015.12,1190900.78974,32552.12,507.253,1476.19088122605
557,500_425_QEPB04081__557__15-57-34-484.txt,1044,220.843,1015.12,1191352.75374,32568.12,506.48,1476.7617624521
558,500_425_QEPB04081__558__15-57-35-479.txt,1044,220.843,1015.12,1190978.66524,32506.62,507.253,1476.29049808429
559,500_425_QEPB04081__559__15-57-36-476.txt,1044,220.843,1015.12,1189634.4135,32459,508.027,1474.61494252874
560,500_425_QEPB04081__560__15-57-37-473.txt,1044,220.843,1015.12,1191633.56875,32601.25,507.253,1477.10153256705
561,500_425_QEPB04081__561__15-57-38-464.txt,1044,220.843,1015.12,1190387.88526,32529.88,506.48,1475.55049808429
562,500_425_QEPB04081__562__15-57-39-457.txt,1044,220.843,1015.12,1190478.6415,32468.5,507.253,1475.6877394636
563,500_425_QEPB04081__563__15-57-40-447.txt,1044,220.843,1015.12,1190734.19824,32552.62,506.48,1475.99164750958
564,500_425_QEPB04081__564__15-57-41-437.txt,1044,220.843,1015.12,1190993.10374,32544.12,506.48,1476.30295019157
565,500_425_QEPB04081__565__15-57-42-432.txt,1044,220.843,1015.12,1191240.66724,32518.62,507.253,1476.62191570881
566,500_425_QEPB04081__566__15-57-43-429.txt,1044,220.843,1015.12,1191117.98475,32567.25,507.253,1476.46168582375
567,500_425_QEPB04081__567__15-57-44-420.txt,1044,220.843,1015.12,1190751.274,32580,507.253,1476.00383141762
568,500_425_QEPB04081__568__15-57-45-433.txt,1044,220.843,1015.12,1192564.57076,32532.38,507.253,1478.2698467433
569,500_425_QEPB04081__569__15-57-46-435.txt,1044,220.843,1015.12,1191131.15625,32525.25,508.027,1476.47892720307
570,500_425_QEPB04081__570__15-57-47-439.txt,1044,220.843,1015.12,1191381.0235,32591,507.253,1476.78831417625
571,500_425_QEPB04081__571__15-57-48-453.txt,1044,220.843,1015.12,1191048.62074,32564.12,507.253,1476.37478927203
572,500_425_QEPB04081__572__15-57-49-442.txt,1044,220.843,1015.12,1192527.4475,32563,507.253,1478.2183908046
573,500_425_QEPB04081__573__15-57-50-440.txt,1044,220.843,1015.12,1191388.7725,32555.5,506.48,1476.80268199234
574,500_425_QEPB04081__574__15-57-51-432.txt,1044,220.843,1015.12,1188473.59576,32465.38,507.253,1473.18938697318
575,500_425_QEPB04081__575__15-57-52-434.txt,1044,220.843,1015.12,1191463.70426,32548.88,506.48,1476.88478927203
576,500_425_QEPB04081__576__15-57-53-428.txt,1044,220.843,1015.12,1191056.82924,32595.62,507.253,1476.38915708812
577,500_425_QEPB04081__577__15-57-54-430.txt,1044,220.843,1015.12,1190462.61626,32565.88,506.48,1475.64340996169
578,500_425_QEPB04081__578__15-57-55-422.txt,1044,220.843,1015.12,1189604.43524,32499.12,506.48,1474.589348659
579,500_425_QEPB04081__579__15-57-56-440.txt,1044,220.843,1015.12,1189489.0405,32550,507.253,1474.44444444444
580,500_425_QEPB04081__580__15-57-57-458.txt,1044,220.843,1015.12,1190034.7405,32509.5,506.48,1475.11302681992
581,500_425_QEPB04081__581__15-57-58-449.txt,1044,220.843,1015.12,1190365.4325,32513,507.253,1475.52777777778
582,500_425_QEPB04081__582__15-57-59-440.txt,1044,220.843,1015.12,1189496.98876,32475.88,507.253,1474.44896551724
583,500_425_QEPB04081__583__15-58-00-441.txt,1044,220.843,1015.12,1190373.37225,32457.25,506.48,1475.54214559387
584,500_425_QEPB04081__584__15-58-01-437.txt,1044,220.843,1015.12,1190937.9705,32502.5,506.48,1476.24425287356
585,500_425_QEPB04081__585__15-58-02-439.txt,1044,220.843,1015.12,1190736.02375,32479.75,507.253,1475.99808429119
586,500_425_QEPB04081__586__15-58-03-432.txt,1044,220.843,1015.12,1191103.92176,32521.38,507.253,1476.45279693487
587,500_425_QEPB04081__587__15-58-04-428.txt,1044,220.843,1015.12,1189418.3935,32477.5,507.253,1474.34578544061
588,500_425_QEPB04081__588__15-58-05-421.txt,1044,220.843,1015.12,1189729.82325,32473.75,507.253,1474.7337164751
589,500_425_QEPB04081__589__15-58-06-421.txt,1044,220.843,1015.12,1191299.16875,32485.75,507.253,1476.69827586207
590,500_425_QEPB04081__590__15-58-07-427.txt,1044,220.843,1015.12,1190641.59,32439,508.027,1475.87356321839
591,500_425_QEPB04081__591__15-58-08-427.txt,1044,220.843,1015.12,1190976.03175,32523.25,507.253,1476.28831417625
592,500_425_QEPB04081__592__15-58-09-429.txt,1044,220.843,1015.12,1189557.69974,32457.62,507.253,1474.52325670498
593,500_425_QEPB04081__593__15-58-10-421.txt,1044,220.843,1015.12,1190331.93876,32424.88,507.253,1475.49973180077
594,500_425_QEPB04081__594__15-58-11-430.txt,1044,220.843,1015.12,1190406.66476,32444.88,507.253,1475.59551724138
595,500_425_QEPB04081__595__15-58-12-434.txt,1044,220.843,1015.12,1190020.61326,32496.38,507.253,1475.10701149426
596,500_425_QEPB04081__596__15-58-13-449.txt,1044,220.843,1015.12,1190275.40126,32499.38,507.253,1475.4259770115
597,500_425_QEPB04081__597__15-58-14-442.txt,1044,220.843,1015.12,1190938.56775,32486.75,507.253,1476.25191570881
598,500_425_QEPB04081__598__15-58-15-437.txt,1044,220.843,1015.12,1189313.76525,32462.75,507.253,1474.22030651341
599,500_425_QEPB04081__599__15-58-16-430.txt,1044,220.843,1015.12,1190138.09175,32477.75,506.48,1475.25574712644
600,500_425_QEPB04081__600__15-58-17-429.txt,1044,220.843,1015.12,1190038.16474,32474.62,506.48,1475.13819923371
601,500_425_QEPB04081__601__15-58-18-420.txt,1044,220.843,1015.12,1190331.0105,32511,507.253,1475.50670498084
602,500_425_QEPB04081__602__15-58-19-411.txt,1044,220.843,1015.12,1189333.09376,32481.88,508.027,1474.25068965518
603,500_425_QEPB04081__603__15-58-20-404.txt,1044,220.843,1015.12,1188712.02074,32458.12,506.48,1473.48590038314
604,500_425_QEPB04081__604__15-58-21-395.txt,1044,220.843,1015.12,1188950.61925,32463.25,507.253,1473.7816091954
605,500_425_QEPB04081__605__15-58-22-392.txt,1044,220.843,1015.12,1189194.7525,32379.5,506.48,1474.08812260536
606,500_425_QEPB04081__606__15-58-23-394.txt,1044,220.843,1015.12,1188651.19376,32462.88,506.48,1473.40777777778
607,500_425_QEPB04081__607__15-58-24-395.txt,1044,220.843,1015.12,1189261.00676,32433.38,507.253,1474.17118773947
608,500_425_QEPB04081__608__15-58-25-396.txt,1044,220.843,1015.12,1187199.884,32361.5,507.253,1471.61877394636
609,500_425_QEPB04081__609__15-58-26-402.txt,1044,220.843,1015.12,1187223.20125,32409.75,506.48,1471.65038314176
610,500_425_QEPB04081__610__15-58-27-401.txt,1044,220.843,1015.12,1187002.6955,32349.5,506.48,1471.3745210728
611,500_425_QEPB04081__611__15-58-28-400.txt,1044,220.843,1015.12,1187608.00574,32361.12,507.253,1472.11808429118
612,500_425_QEPB04081__612__15-58-29-407.txt,1044,220.843,1015.12,1188343.50125,32410.75,506.48,1473.04118773946
613,500_425_QEPB04081__613__15-58-30-402.txt,1044,220.843,1015.12,1187406.603,32379,508.027,1471.86685823755
614,500_425_QEPB04081__614__15-58-31-392.txt,1044,220.843,1015.12,1187559.67975,32344.25,507.253,1472.0622605364
615,500_425_QEPB04081__615__15-58-32-404.txt,1044,220.843,1015.12,1190032.67474,32448.12,507.253,1475.12574712643
616,500_425_QEPB04081__616__15-58-33-410.txt,1044,220.843,1015.12,1187088.62525,32358.25,507.253,1471.47988505747
617,500_425_QEPB04081__617__15-58-34-412.txt,1044,220.843,1015.12,1187837.05576,32411.38,506.48,1472.40777777778
618,500_425_QEPB04081__618__15-58-35-413.txt,1044,220.843,1015.12,1188356.75375,32368.75,507.253,1473.05363984674
619,500_425_QEPB04081__619__15-58-36-421.txt,1044,220.843,1015.12,1188038.334,32353.5,508.027,1472.65804597701
620,500_425_QEPB04081__620__15-58-37-423.txt,1044,220.843,1015.12,1188778.65075,32390.75,507.253,1473.58333333333
621,500_425_QEPB04081__621__15-58-38-433.txt,1044,220.843,1015.12,1187744.01674,32394.12,506.48,1472.28954022988
622,500_425_QEPB04081__622__15-58-39-429.txt,1044,220.843,1015.12,1188272.39324,32365.62,506.48,1472.9485440613
623,500_425_QEPB04081__623__15-58-40-428.txt,1044,220.843,1015.12,1188280.10076,32427.88,507.253,1472.96045977012
624,500_425_QEPB04081__624__15-58-41-412.txt,1044,220.843,1015.12,1188532.0995,32387.5,506.48,1473.27011494253
625,500_425_QEPB04081__625__15-58-42-416.txt,1044,220.843,1015.12,1188786.22476,32387.38,507.253,1473.5821072797
626,500_425_QEPB04081__626__15-58-43-419.txt,1044,220.843,1015.12,1189207.1065,32463,506.48,1474.09770114943
627,500_425_QEPB04081__627__15-58-44-419.txt,1044,220.843,1015.12,1189273.61526,32387.88,507.253,1474.19321839081
628,500_425_QEPB04081__628__15-58-45-420.txt,1044,220.843,1015.12,1188131.03476,32361.88,507.253,1472.76409961686
629,500_425_QEPB04081__629__15-58-46-430.txt,1044,220.843,1015.12,1189965.148,32478,507.253,1475.05459770115
630,500_425_QEPB04081__630__15-58-47-423.txt,1044,220.843,1015.12,1189647.80876,32414.38,506.48,1474.65203065134
631,500_425_QEPB04081__631__15-58-48-426.txt,1044,220.843,1015.12,1188448.359,32371,507.253,1473.17528735632
632,500_425_QEPB04081__632__15-58-49-425.txt,1044,220.843,1015.12,1187824.13476,32381.88,507.253,1472.3943678161
633,500_425_QEPB04081__633__15-58-50-430.txt,1044,220.843,1015.12,1188681.39974,32421.12,507.253,1473.46674329502
